通巻	区分	番号	氏名	題名	開始頁	終了頁	備考
249	会からのお知らせ	11			78		
249	編集後記	12			80		
249	付記	13		食虫植物研究会誌　第70巻（2019年度）1～4号　筆者索引	81		
250		1	中川 泰秀	新種 Nepenthes erucoides A. S. Rob. & S. G. Zamudio について	1		
250		2	本多 真	Triphyophyllum peltatum	7		
250		3	植松 茂	2019年北オホーツク湖沼自生地調査	11		
250		4	植松 茂	2019年北海道食虫植物見学会	16		
250		5	佐直 達夫	北海道頓別原野の試験区におけるナガバノモウセンゴケ株数調査	17		
250		6	成東・東金食虫植物群落を守る会 岩瀬 政広	台風15号・19号・21号の襲来	18		
250		7	豊島 正巳	世界の貨幣や切手の食虫植物（その2）	20		
250	交換欄	8			22		
250	会からのお知らせ	9			22		
250	編集後記	10			24		
251		1	倉田 重夫	ネペンテス科（属）種一覧の改訂（第8次2020.2）	25		
251		2	倉田 重夫	ネペンテス・ノート（ⅩⅩⅨ）- Nepenthes cf. nigra について	31		
251		3	本多 真	Byblis	31		
251		4	佐直 達夫	赤外線カメラで植物を見る	35		
251		5	三野 善弘	N.グラシリスの雌雄の花	35		
251		6	三野 善弘	バリオ採集種子からの実生について	37		
251		7	中川 泰秀	Nepenthes infauna	37		
251	文献紹介	8			38		
251		9	逸木 通隆	「第2回ハエトリグサの“わな”の長さ調査」結果報告	38		
251	短信	10			40		
251	交換欄	11			40		
251	会からのお知らせ	12			40		
251	編集後記	13			43		
252		1	田中 桃三	シベリア バイカル湖紀行	45		
252		2	本多 真	F. E. ロイド著「肉食植物」の薦め	47		
252		3	多田 雅宏	Roridula gorgonias 私の栽培法	49		
252		4	三尾 和久	N. edwardsiana と N. villosa の自然交配種(N. X harryana)の個体差について	50		
252		5	三尾 和久	N. burbidgeae と N. rajah の自然交配種(N. X alisaputrana)の栽培報告	50		
252		6	豊島 正巳	世界の貨幣や切手の食虫植物（その3）（切手編の1）	53		
252	会誌アーカイブス、第17回	7	鈴木 吉五郎	ディオネア漫語	53		
252	会誌アーカイブス、第17回	8	鈴木 吉五郎	ディオネアの新品	54		
252	会誌アーカイブス、第17回	9	山川 学三郎	ディオネア・ムスキプラ・エレクタの其の後	55		
252	短信	10			56		
252	交換欄	11			56		
252	会からのお知らせ	12			56		
252	編集後記	13			58		
253		1	柴田 千晶	小宮定志先生の略歴・業績	59		
253		2	倉田 重夫	小宮先生の業績	72		
253		3	尾花 幸男	追悼文	78		
253		4	中野 忠男	ムジナモ栽培と小宮先生との出会いと宝蔵寺沼の将来	79		
253		5	岩瀬 政広	「成東・東金食虫植物群落」を守る会と小宮先生	80		
253		6	長澤 亜紀子	小宮定志先生を偲んで　森和夫さんとの対談	81		
253		7	本多 真	小宮定志先生	84		
253		8	奥山 奈須子	小宮定志先生　追悼文	85		
253		9	片桐 義昭	追悼　小宮定志先生	86		
253		10	植松 茂	小宮定志先生を偲ぶ	86		
253		11	佐直 達夫	研究会の志に思う	86		
253		12	杉浦 弘眞	小宮先生の思い出	87		
253		13	相良 順一	小宮先生を偲んで	87		
253		14	田中 桃三	小宮先生の思い出	89		
253		15	倉田 重夫	小宮定志先生のこと	89		
253		16	逸木 通隆	小宮定志先生の思い出	90		
253	交換欄	17			92		
253	会からのお知らせ	18			93		
253	編集後記	19			95		
254		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後	1		
254		2	上野 雄規	宮城県でナガバノモウセンゴケを確認できず	5		
254		3	小松原 正	小宮会長に教えて頂いたナガバノイシモチソウ自生地を訪ねて	8		
254		4	柴田 千晶	出会い	8		
254		5	瀬野 純一	小宮先生を偲んで	9		
254		6		小宮先生業績（2002年以降、食虫植物研究会々誌に掲載された論文リスト）	10		
254		7	岡島 一允	兵庫県加東市周辺自生地見学会観察記	11		
254		8	三野 善弘	Nepenthes campanulata の雌株が入手出来ました	12		
254	短信	9			14		
254	交換欄	10			15		
254	会からのお知らせ	11			15		
254	編集後記	12			18		
254	付記	13		食虫植物研究会々誌　第71巻（2020年度）1～4号　筆者索引	19		19頁であるが、目次には記載なし。以前の記述とは違い「々」が入っている。
255		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(2)	21		
255		2	三尾 和久	N. nebularum と N. robcantleyi について	25		
255		3	本多 真	食虫植物と英語	26		
255		4	佐直 達夫	「服部他助(1908)、肉食植物之研究」のデジタル化について	27		
255	会誌アーカイブス、第18回	5	日下部 勇	ハエトリグサの歴史	29		原題は「ハイトリグサの歴史」。
255	短信	6			34		
255	会からのお知らせ	7			35		
255	編集後記	8			36		
256		1	大山 隆	食虫植物の消化酵素の起源	37		
256		2	長谷部 光泰	「食虫植物　その不思議を探る」のその後(3)	42		
256		3	三野 善弘	N. vieillardii の開花その後	51		
256	短信	4			52		
256	交換欄	5			52		
256	会からのお知らせ	6			53		
256	編集後記	7			54		
257		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(4)	55		
257		2	本多 真	笠原一浩著「食虫植物の驚異」	60		
257		3	佐直 達夫	北海道北広島市のモウセンゴケを再確認	61		
257		4	逸木 通隆	深泥池のオオバナイトタヌキモ駆除作業に遭遇	62		
257		5	尾花 幸男	宝蔵寺沼ムジナモ自生地でムジナモ７０万株に増殖	63		
257		6	三尾 和久	N. nebularum の捕虫袋における経時変化と開蓋後も捕虫袋が微毛に覆われるタイプの Nepenthes について	66		
257		7	三野 善弘	交配種のネーミングについて	66		
257		8	倉田 重夫	［速報］新発見の食虫植物　チシマゼキショウ科の Triantha occidentalis	68		
257	短信	9			69		
257	交換欄	10			69		
257	会からのお知らせ	11			70		
257	編集後記	12			71		
257	付記	13		食虫植物研究会々誌　第72巻（2021年度）1～4号　著者索引	73		今までは「筆者索引」だったが「著者索引」となっている。
258		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(5)	1		
258		2	倉田 重夫	ネペンテス・ノート（ⅩⅩⅩ）‐Nepenthes hurrelliana は N. mollis だった‐	5		
258		3	本多 真	長谷部光泰著「ハエトリグサの記憶の仕組み」を読んで	6		
258		4	本多 真	大山隆著「食虫植物の消化酵素の起源」を読んで	8		
258		5	三野 善弘	N. vieilardii の交配結果について	9		
258		6	三尾 和久	N. ephippiata の捕虫袋、蜜腺(nectar gland)の経時変化について	9		
258		7	三橋 扶佐子	Aldrovanda vesiculosa の最近の研究	10		
258	短信	8			18		
258	交換欄	9			18		
258	会からのお知らせ	10			19		
258	編集後記	11			20		
259		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(6)	21		
259		2	本多 真	ハエトリグサの葉は雨で閉じるか	25		
259		3	三尾 和久	Nepenthes peltata Sh. Kurata と類似する捕虫袋を着ける種について	27		
259		4	上家 猛	2021年7月の尾瀬	29		
259		5	山田 一夫	Heliamphora minor の開花	30		
259		6	山田 一夫	私のネペンテスの挿し木方法	31		
259		7	三橋 扶佐子	Aldrovanda vesiculosa の最近の研究(2)	31		
259	短信	8			37		
259	交換欄	9			37		
259	会からのお知らせ	10			38		
260		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(7)	39		
260		2	本多 真	ハエトリグサの捕虫率	45		
260		3	佐直 達夫	会誌検索システムの開発	47		
260		4	三野 善弘	Nepenthes distillatoria の開花ほか２題	48		
260		5	小松原 正	成東・東金方面見学会に参加して	50		
260		6	益岡 勇	栽培環境と成長	50		
260	会誌アーカイブス、第19回	7	豊島 正巳	ミンダナオ島の Nepenthes－その栽培法	51		
260	会誌アーカイブス、第19回	8	日下部 勇	ヒョウタンウツボカズラのこと	52		
260	会誌アーカイブス、第19回	9	倉田 重夫	ネペンテス・ノート（Ⅱ）－ミンダナオ島産 N. alata(?) と N. hybrida との関係－	53		
260	短信	10			54		
260	交換欄	11			55		
260	会からのお知らせ	12			55		
260	編集後記	13			57		
260	（投稿規定）（一部改訂）	14			58		
261		1	倉田 重夫	ネペンテス・ノート（ⅩⅩⅩⅠ）－N. pudica 地中で捕虫する新種のウツボカズラ－	59		
261		2	相良 順一	コウシンソウ自生地見学会の報告	60		
261		3	上家 猛	2022年7月の尾瀬	62		
261		4	三野 善弘	近くのため池でイヌタヌキモ（？）を確認	64		
261		5	山田 一夫	私のウィルス病対策について	65		
261		6	杉浦 弘真	P. イオナンサの栽培	66		
261		7	若林 浩	ムシトリスミレの葉挿しについて	70		
261		8	益岡 勇	ディオネアの採種と播種	70		
261		9	豊倉 和美	夢の島のイベント	72		
261		10	杉浦 弘真	文献紹介「食虫植物の文化誌(Carnivorous Plants)」	73		
261	短信	11			75		
261	交換欄	12			76		
261	会からのお知らせ	13			76		
261	編集後記	14			78		
261	付記	15		食虫植物研究会々誌　第73巻（2022年度）1～4号　著者索引	79		
262		1	逸木 通隆	１花茎５花同時開花のコモウセンゴケ－観察、調査と考察	1		
262		2	上家 猛	2022年7月の八幡平	5		
262		3	三野 善弘	サラセニアの成長方向について	6		
262		4	岡村 正治	タヌキモの自生地	7		
262		5	益岡 勇	湿地と食虫植物	8		
262		6	益岡 勇	PP・BOX栽培	8		
262		7	佐直 達夫	「服部他助(1908)肉食植物之硏究」のデジタル化の進捗状況について	9		
262	会誌アーカイブス、第20回	8	G. Mikil	ネペンテスを求めて(Kurata - Mikil Joint Expedition)（訳：T. Kurata）	10		
262	会誌アーカイブス、第20回	9	倉田 重夫	再びボルネオのキナバル山及びスマトラのパングルバオ山を訪ねて	13		
262	短信	10			15		
262	交換欄	11			15		
262	会からのお知らせ	12			16		
262	編集後記	13			18		
263		1	中川 泰秀	Another trap method of Nepenthes	19		
263		2	上家 猛	2022年10月の東伊豆細野高原	21		
263		3	佐直 達夫	食虫植物の鉢に生えるコケについて	23		本文では「食虫植物の鉢に生えてくるコケについて」。
263		4	益岡 勇	生薬原料となる食虫植物	24		
263		5	三橋 扶佐子	Aldrovanda vesiculosa の最近の研究(3)	24		
263	会誌アーカイブス、第21回	6	大滝・志方・柴田（瑳）・小宮	食虫植物と研究会昔噺（対談）	33		
263	短信	7			37		
263	交換欄	8			38		
263	会からのお知らせ	9			39		
263	編集後記	10			42		
264		1	長谷部 光泰	「食虫植物　その不思議を探る」のその後(8)	43		
264		2	佐直 達夫	生成AIを使って考える教養としての食虫植物	46		
264		3	三野 善弘	N. madagascariensis の開花ほか	48		
264		4	岡村 正治	観光ハウス内で食虫植物展を開催	49		
264		5	岡村 正治	コウシンソウの発見者三好学博士について	49		
264		6	益岡 勇	夏の気温上昇と食虫植物	50		
264		7	益岡 勇	埼玉県の食虫植物	51		
264	短信	8			52		
264	会からのお知らせ	9			53		
264	編集後記	10			55		
265		1	尾花 幸男	宝蔵寺沼で伏流水が復活し安定してムジナモが増殖【伏流水の復活とpH値の変化を調査】	57		
265		2	山田 一夫	羽生・宝蔵寺沼ムジナモ自生地－昔と今	61		
265		3	三野 善弘	N. madagascariensis の開花後の状況	62		
265		4	相良 順一	ピグミードロセラの花芽から	64		
265		5	逸木 通隆	兵庫県立人と自然の博物館の食虫植物：標本と展示	64		
265		6	岡村 正治	観光ハウス内で食虫植物展を開催（続報）	65		
265		7	忍足 和彦	夢の島熱帯植物館での展示・講習会・即売会報告	65		
265		8	益岡 勇	食虫植物の方言、別称	66		
265	会からのお知らせ	9			67		
265	編集後記	10			68		
265	付録	11		食虫植物研究会々誌　第74巻（2023年度）1～4号　著者索引	69		「付記」ではなく「付録」になっている。
266		1	岡村 正治	ネペンテス・シンジュク再考	1		
266		2	三野 善弘	Nepenthes campanulata に関する疑問	5		
266		3	三野 善弘	Nepenthes vieillardii の脇芽の発芽について	6		
266		4	三野 善弘	さぬき市のイヌタヌキモ（？）再確認	7		
